,GAME_ID,PUBLISHER_ID,PUBLISHER_NAME
461,357870,35138,
462,357871,35138,
463,357872,35138,
464,357873,35138,
465,357874,35138,
466,357876,35138,
467,357878,35138,
468,357881,35138,
469,357883,35138,
470,357886,35138,
471,358842,35138,
472,358921,35138,
473,358960,35138,
474,358962,35138,
475,358969,35138,
476,358974,35138,
477,358977,35138,
478,358983,35138,
479,358986,35138,
480,358987,35138,
481,358988,35138,
482,358989,35138,
483,358991,35138,
484,358994,35138,
485,359006,35138,
486,359010,35138,
487,359014,35138,
488,359015,35138,
489,359019,35138,
490,359020,35138,
491,359022,35138,
492,359024,35138,
493,359026,35138,
494,359027,35138,
495,359031,35138,
496,359032,35138,
497,359033,35138,
498,359035,35138,
499,359043,35138,
500,359046,35138,
501,359047,35138,
502,359050,35138,
503,359051,35138,
504,359053,35138,
505,359066,35138,
506,359067,35138,
507,359070,35138,
508,359072,35138,
509,359073,35138,
510,359079,35138,
511,359081,35138,
512,359082,35138,
513,359086,35138,
514,359089,35138,
515,359096,35138,
516,359097,35138,
517,359098,35138,
518,359099,35138,
519,359105,35138,
520,359106,35138,
521,359116,35138,
522,359117,35138,
523,359118,35138,
524,359119,35138,
525,359120,35138,
526,359124,35138,
527,359125,35138,
528,359130,35138,
529,359131,35138,
530,359132,35138,
531,359133,35138,
532,359134,35138,
533,359135,35138,
534,359137,35138,
535,359140,35138,
536,359142,35138,
537,359146,35138,
538,359148,35138,
539,359149,35138,
540,359150,35138,
541,359154,35138,
542,359156,35138,
543,359160,35138,
544,359162,35138,
545,359164,35138,
546,359170,35138,
547,359172,35138,
548,359175,35138,
549,359179,35138,
550,359183,35138,
551,359184,35138,
552,359188,35138,
553,359190,35138,
554,359201,35138,
555,359202,35138,
556,359203,35138,
557,359204,35138,
558,359206,35138,
559,359209,35138,
560,359210,35138,
561,359213,35138,
562,359595,35138,
563,359601,35138,
564,359608,35138,
565,359609,35138,
566,359617,35138,
567,359625,35138,
568,359655,35138,
569,359663,35138,
570,359677,35138,
571,359682,35138,
572,359713,35138,
573,359716,35138,
574,359719,35138,
575,359744,35138,
576,359752,35138,
577,359761,35138,
578,359764,35138,
579,359766,35138,
580,359768,35138,
581,359771,35138,
582,359782,35138,
583,359818,35138,
584,3610,35138,
585,362591,35138,
586,362593,35138,
587,362595,35138,
588,362596,35138,
589,362597,35138,
590,362598,35138,
591,362601,35138,
592,362603,35138,
593,362607,35138,
594,362611,35138,
595,362614,35138,
596,362615,35138,
597,362617,35138,
598,362618,35138,
599,362620,35138,
600,362621,35138,
601,362624,35138,
602,362627,35138,
603,362628,35138,
604,362631,35138,
605,362634,35138,
606,362641,35138,
607,362653,35138,
608,362654,35138,
609,362663,35138,
610,362669,35138,
611,362683,35138,
612,362690,35138,
613,362693,35138,
614,362694,35138,
615,362700,35138,
616,362706,35138,
617,362709,35138,
618,362710,35138,
619,362714,35138,
620,362716,35138,
621,362717,35138,
622,362718,35138,
623,362719,35138,
624,362721,35138,
625,362726,35138,
626,362733,35138,
627,362743,35138,
628,362766,35138,
629,362774,35138,
630,362777,35138,
631,362780,35138,
632,362782,35138,
633,362784,35138,
634,362788,35138,
635,362789,35138,
636,362791,35138,
637,3665,35138,
638,366855,35138,
639,366857,35138,
640,366861,35138,
641,366871,35138,
642,366875,35138,
643,366878,35138,
644,366880,35138,
645,366897,35138,
646,366902,35138,
647,366904,35138,
648,366908,35138,
649,366909,35138,
650,366910,35138,
651,366912,35138,
652,366913,35138,
653,366918,35138,
654,366921,35138,
655,366922,35138,
656,366924,35138,
657,366927,35138,
658,366931,35138,
659,366933,35138,
660,366934,35138,
661,366935,35138,
662,366936,35138,
663,366939,35138,
664,366948,35138,
665,366949,35138,
666,366950,35138,
667,366952,35138,
668,366955,35138,
669,366956,35138,
670,366960,35138,
671,366963,35138,
672,366969,35138,
673,366972,35138,
674,366974,35138,
675,366976,35138,
676,366977,35138,
677,366985,35138,
678,366988,35138,
679,366989,35138,
680,366995,35138,
681,3670,35138,
682,367001,35138,
683,367004,35138,
684,367007,35138,
685,367010,35138,
686,367011,35138,
687,367013,35138,
688,367019,35138,
689,367020,35138,
690,367022,35138,
691,367023,35138,
692,367026,35138,
693,367027,35138,
694,367033,35138,
695,368023,35138,
696,368035,35138,
697,368047,35138,
698,368050,35138,
699,368057,35138,
700,368065,35138,
701,368066,35138,
702,368067,35138,
703,368068,35138,
704,368070,35138,
705,368075,35138,
706,368078,35138,
707,368983,35138,
708,369011,35138,
709,369013,35138,
710,369018,35138,
711,369025,35138,
712,369034,35138,
713,369040,35138,
714,369042,35138,
715,369133,35138,
716,3715,35138,
717,374016,35138,
718,3760,35138,
719,377813,35138,
720,3783,35138,
721,378359,35138,
722,3792,35138,
723,381395,35138,
724,382192,35138,
725,3825,35138,
726,384068,35138,
727,384488,35138,
728,38522,35138,
729,3864,35138,
730,3868,35138,
731,387852,35138,
732,3884,35138,
733,3887,35138,
734,3910,35138,
735,3919,35138,
736,3928,35138,
737,3930,35138,
738,395377,35138,
739,3957,35138,
740,3966,35138,
741,3968,35138,
742,3982,35138,
743,3983,35138,
744,398422,35138,
745,3992,35138,
746,3996,35138,
747,40122,35138,
748,401817,35138,
749,4025,35138,
750,4026,35138,
751,403024,35138,
752,404456,35138,
753,404488,35138,
754,4045,35138,
755,406744,35138,
756,4069,35138,
757,4081,35138,
758,4088,35138,
759,40931,35138,
760,40932,35138,
761,409590,35138,
762,4120,35138,
763,4136,35138,
764,415177,35138,
765,415515,35138,
766,4156,35138,
767,4202,35138,
768,4212,35138,
769,421439,35138,
770,4229,35138,
771,4230,35138,
772,4243,35138,
773,425,35138,
774,4251,35138,
775,4279,35138,
776,428562,35138,
777,430204,35138,
778,4360,35138,
779,436056,35138,
780,4362,35138,
781,4369,35138,
782,4371,35138,
783,438276,35138,
784,438605,35138,
785,4399,35138,
786,440060,35138,
787,440065,35138,
788,440073,35138,
789,440074,35138,
790,440077,35138,
791,4401,35138,
792,4410,35138,
793,44194,35138,
794,4429,35138,
795,4437,35138,
796,4438,35138,
797,4445,35138,
798,4447,35138,
799,4460,35138,
800,4461,35138,
801,447171,35138,
802,447233,35138,
803,447249,35138,
804,4512,35138,
805,453515,35138,
806,4559,35138,
807,456448,35138,
808,459191,35138,
809,459213,35138,
810,4596,35138,
811,461664,35138,
812,4720,35138,
813,4727,35138,
814,4731,35138,
815,473508,35138,
816,4759,35138,
817,475979,35138,
818,47614,35138,
819,4767,35138,
820,4777,35138,
821,4779,35138,
822,4782,35138,
823,4794,35138,
824,4795,35138,
825,4803,35138,
826,480563,35138,
827,4812,35138,
828,4839,35138,
829,4893,35138,
830,4913,35138,
831,494534,35138,
832,4948,35138,
833,49504,35138,
834,4984,35138,
835,499004,35138,
836,4993,35138,
837,5005,35138,
838,5009,35138,
839,501,35138,
840,502810,35138,
841,5032,35138,
842,5041,35138,
843,5069,35138,
844,508510,35138,
845,5097,35138,
846,5098,35138,
847,5106,35138,
848,5109,35138,
849,511118,35138,
850,511480,35138,
851,511483,35138,
852,5124,35138,
853,5125,35138,
854,5127,35138,
855,5129,35138,
856,5139,35138,
857,5147,35138,
858,5153,35138,
859,5164,35138,
860,5165,35138,
861,5169,35138,
862,517619,35138,
863,5177,35138,
864,5180,35138,
865,5188,35138,
866,519041,35138,
867,5194,35138,
868,5195,35138,
869,5197,35138,
870,5203,35138,
871,5207,35138,
872,5215,35138,
873,5219,35138,
874,5220,35138,
875,5222,35138,
876,5232,35138,
877,5237,35138,
878,5238,35138,
879,5243,35138,
880,5247,35138,
881,5249,35138,
882,5251,35138,
883,5253,35138,
884,5258,35138,
885,5261,35138,
886,52763,35138,
887,5278,35138,
888,5279,35138,
889,5282,35138,
890,5283,35138,
891,5292,35138,
892,52947,35138,
893,5296,35138,
894,5301,35138,
895,5306,35138,
896,5310,35138,
897,5312,35138,
898,5313,35138,
899,53155,35138,
900,5319,35138,
901,5320,35138,
902,5326,35138,
903,5331,35138,
904,5345,35138,
905,53477,35138,
906,5349,35138,
907,5358,35138,
908,53584,35138,
909,5359,35138,
910,53613,35138,
911,5396,35138,
912,5400,35138,
913,5407,35138,
914,5411,35138,
915,5416,35138,
916,5417,35138,
917,5419,35138,
918,5421,35138,
919,5428,35138,
920,5433,35138,
921,54668,35138,
922,5472,35138,
923,5474,35138,
924,5476,35138,
925,5487,35138,
926,5492,35138,
927,5495,35138,
928,5496,35138,
929,5499,35138,
930,5500,35138,
931,5502,35138,
932,5570,35138,
933,5572,35138,
934,5574,35138,
935,5581,35138,
936,56020,35138,
937,5609,35138,
938,5619,35138,
939,5647,35138,
940,5707,35138,
941,57605,35138,
942,57643,35138,
943,57650,35138,
944,57651,35138,
945,57663,35138,
946,57747,35138,
947,57798,35138,
948,729,35138,
949,95831,35138,
950,99685,35138,
951,99713,35138,
952,1012,4970,Panorama
953,10121,3820,Eidos Interactive
954,19592,3820,Eidos Interactive
955,19685,3820,Eidos Interactive
956,22872,3820,Eidos Interactive
957,22918,3820,Eidos Interactive
958,24669,3820,Eidos Interactive
959,24751,3820,Eidos Interactive
960,24765,3820,Eidos Interactive
961,24882,3820,Eidos Interactive
962,25047,3820,Eidos Interactive
963,25179,3820,Eidos Interactive
964,25488,3820,Eidos Interactive
965,25489,3820,Eidos Interactive
966,25829,3820,Eidos Interactive
967,26334,3820,Eidos Interactive
968,27020,3820,Eidos Interactive
969,29454,3820,Eidos Interactive
970,29582,3820,Eidos Interactive
971,30243,3820,Eidos Interactive
972,30414,3820,Eidos Interactive
973,305489,3820,Eidos Interactive
974,31238,3820,Eidos Interactive
975,312621,3820,Eidos Interactive
976,31370,3820,Eidos Interactive
977,31704,3820,Eidos Interactive
978,31759,3820,Eidos Interactive
979,32700,3820,Eidos Interactive
980,32843,3820,Eidos Interactive
981,332272,3820,Eidos Interactive
982,332273,3820,Eidos Interactive
983,334021,3820,Eidos Interactive
984,36029,3820,Eidos Interactive
985,36300,3820,Eidos Interactive
986,36489,3820,Eidos Interactive
987,37043,3820,Eidos Interactive
988,38493,3820,Eidos Interactive
989,38511,3820,Eidos Interactive
990,4123,3820,Eidos Interactive
991,4480,3820,Eidos Interactive
992,4869,3820,Eidos Interactive
993,5144,3820,Eidos Interactive
994,5158,3820,Eidos Interactive
995,52655,3820,Eidos Interactive
996,52919,3820,Eidos Interactive
997,52922,3820,Eidos Interactive
998,52923,3820,Eidos Interactive
999,52933,3820,Eidos Interactive
1000,52939,3820,Eidos Interactive
1001,5297,3820,Eidos Interactive
1002,5298,3820,Eidos Interactive
1003,53350,3820,Eidos Interactive
1004,53485,3820,Eidos Interactive
1005,54714,3820,Eidos Interactive
1006,54769,3820,Eidos Interactive
1007,54781,3820,Eidos Interactive
1008,56234,3820,Eidos Interactive
1009,56240,3820,Eidos Interactive
1010,57652,3820,Eidos Interactive
1011,57666,3820,Eidos Interactive
1012,57908,3820,Eidos Interactive
1013,57952,3820,Eidos Interactive
1014,59188,3820,Eidos Interactive
1015,10128,9847,KOEI TECMO GAMES CO
1016,13070,9847,KOEI TECMO GAMES CO
1017,2612,9847,KOEI TECMO GAMES CO
1018,3749,9847,KOEI TECMO GAMES CO
1019,42152,9847,KOEI TECMO GAMES CO
1020,42695,9847,KOEI TECMO GAMES CO
1021,10239,15276,Feral Interactive
1022,10243,15276,Feral Interactive
1023,1256,15276,Feral Interactive
1024,12741,15276,Feral Interactive
1025,12757,15276,Feral Interactive
1026,13910,15276,Feral Interactive
1027,1447,15276,Feral Interactive
1028,14625,15276,Feral Interactive
1029,18183,15276,Feral Interactive
1030,19645,15276,Feral Interactive
1031,22704,15276,Feral Interactive
1032,2518,15276,Feral Interactive
1033,2572,15276,Feral Interactive
1034,2866,15276,Feral Interactive
1035,29800,15276,Feral Interactive
1036,3251,15276,Feral Interactive
1037,3294,15276,Feral Interactive
1038,3439,15276,Feral Interactive
1039,34668,15276,Feral Interactive
1040,34777,15276,Feral Interactive
1041,35385,15276,Feral Interactive
1042,3556,15276,Feral Interactive
1043,3656,15276,Feral Interactive
1044,38493,15276,Feral Interactive
1045,3850,15276,Feral Interactive
1046,4123,15276,Feral Interactive
1047,4241,15276,Feral Interactive
1048,4286,15276,Feral Interactive
1049,4361,15276,Feral Interactive
1050,4427,15276,Feral Interactive
1051,447,15276,Feral Interactive
1052,4480,15276,Feral Interactive
1053,4869,15276,Feral Interactive
1054,5297,15276,Feral Interactive
1055,53186,15276,Feral Interactive
1056,5463,15276,Feral Interactive
1057,5606,15276,Feral Interactive
1058,6885,15276,Feral Interactive
1059,7689,15276,Feral Interactive
1060,87432,15276,Feral Interactive
1061,87795,15276,Feral Interactive
1062,9564,15276,Feral Interactive
1063,9845,15276,Feral Interactive
1064,10243,39146,SEGA
1065,11871,39146,SEGA
1066,12741,39146,SEGA
1067,12756,39146,SEGA
1068,12757,39146,SEGA
1069,14422,39146,SEGA
1070,14625,39146,SEGA
1071,14858,39146,SEGA
1072,14870,39146,SEGA
1073,14875,39146,SEGA
1074,14876,39146,SEGA
1075,14935,39146,SEGA
1076,14975,39146,SEGA
1077,14983,39146,SEGA
1078,14988,39146,SEGA
1079,14989,39146,SEGA
1080,14990,39146,SEGA
1081,1559,39146,SEGA
1082,17597,39146,SEGA
1083,18183,39146,SEGA
1084,18184,39146,SEGA
1085,18185,39146,SEGA
1086,19249,39146,SEGA
1087,19538,39146,SEGA
1088,19689,39146,SEGA
1089,21400,39146,SEGA
1090,21958,39146,SEGA
1091,24175,39146,SEGA
1092,24176,39146,SEGA
1093,24264,39146,SEGA
1094,24277,39146,SEGA
1095,24288,39146,SEGA
1096,244705,39146,SEGA
1097,244724,39146,SEGA
1098,24529,39146,SEGA
1099,24628,39146,SEGA
1100,24716,39146,SEGA
1101,24728,39146,SEGA
1102,24781,39146,SEGA
1103,24800,39146,SEGA
1104,24980,39146,SEGA
1105,24990,39146,SEGA
1106,25044,39146,SEGA
1107,25049,39146,SEGA
1108,25103,39146,SEGA
1109,25214,39146,SEGA
1110,25326,39146,SEGA
1111,25352,39146,SEGA
1112,25407,39146,SEGA
1113,25426,39146,SEGA
1114,25465,39146,SEGA
1115,2552,39146,SEGA
1116,25586,39146,SEGA
1117,25593,39146,SEGA
1118,25841,39146,SEGA
1119,25961,39146,SEGA
1120,25979,39146,SEGA
1121,26018,39146,SEGA
1122,26038,39146,SEGA
1123,26071,39146,SEGA
1124,262362,39146,SEGA
1125,26259,39146,SEGA
1126,26293,39146,SEGA
1127,26310,39146,SEGA
1128,26324,39146,SEGA
1129,26437,39146,SEGA
1130,264727,39146,SEGA
1131,26563,39146,SEGA
1132,26676,39146,SEGA
1133,268300,39146,SEGA
1134,268301,39146,SEGA
1135,27142,39146,SEGA
1136,27504,39146,SEGA
1137,27505,39146,SEGA
1138,275602,39146,SEGA
1139,275604,39146,SEGA
1140,27651,39146,SEGA
1141,27826,39146,SEGA
1142,27913,39146,SEGA
1143,27963,39146,SEGA
1144,282812,39146,SEGA
1145,282821,39146,SEGA
1146,282822,39146,SEGA
1147,28300,39146,SEGA
1148,28307,39146,SEGA
1149,283966,39146,SEGA
1150,28562,39146,SEGA
1151,28737,39146,SEGA
1152,28760,39146,SEGA
1153,28820,39146,SEGA
1154,28889,39146,SEGA
1155,29008,39146,SEGA
1156,29012,39146,SEGA
1157,29158,39146,SEGA
1158,2977,39146,SEGA
1159,30176,39146,SEGA
1160,30265,39146,SEGA
1161,30351,39146,SEGA
1162,304178,39146,SEGA
1163,30559,39146,SEGA
1164,306016,39146,SEGA
1165,31308,39146,SEGA
1166,31435,39146,SEGA
1167,31679,39146,SEGA
1168,31726,39146,SEGA
1169,32401,39146,SEGA
1170,32544,39146,SEGA
1171,330537,39146,SEGA
1172,330566,39146,SEGA
1173,330571,39146,SEGA
1174,330654,39146,SEGA
1175,330689,39146,SEGA
1176,330789,39146,SEGA
1177,330963,39146,SEGA
1178,331007,39146,SEGA
1179,331038,39146,SEGA
1180,331040,39146,SEGA
1181,331041,39146,SEGA
1182,331123,39146,SEGA
1183,331435,39146,SEGA
1184,331470,39146,SEGA
1185,331887,39146,SEGA
1186,331888,39146,SEGA
1187,332187,39146,SEGA
1188,332454,39146,SEGA
1189,332455,39146,SEGA
1190,333416,39146,SEGA
1191,333417,39146,SEGA
1192,334023,39146,SEGA
1193,334024,39146,SEGA
1194,334244,39146,SEGA
1195,334408,39146,SEGA
1196,334858,39146,SEGA
1197,335271,39146,SEGA
1198,335698,39146,SEGA
1199,335817,39146,SEGA
1200,335818,39146,SEGA
1201,335820,39146,SEGA
1202,341583,39146,SEGA
1203,343595,39146,SEGA
1204,343597,39146,SEGA
1205,3480,39146,SEGA
1206,3481,39146,SEGA
1207,353388,39146,SEGA
1208,353389,39146,SEGA
1209,35385,39146,SEGA
1210,3556,39146,SEGA
1211,35613,39146,SEGA
1212,35797,39146,SEGA
1213,3584,39146,SEGA
1214,359143,39146,SEGA
1215,359605,39146,SEGA
1216,36189,39146,SEGA
1217,36557,39146,SEGA
1218,36775,39146,SEGA
1219,37110,39146,SEGA
1220,37209,39146,SEGA
1221,37210,39146,SEGA
1222,3730,39146,SEGA
1223,3731,39146,SEGA
1224,37478,39146,SEGA
1225,37615,39146,SEGA
1226,38026,39146,SEGA
1227,38037,39146,SEGA
1228,38276,39146,SEGA
1229,39454,39146,SEGA
1230,3965,39146,SEGA
1231,39663,39146,SEGA
1232,3991,39146,SEGA
1233,40410,39146,SEGA
1234,40433,39146,SEGA
