,GAME_ID,PLATFORM_ID,PLATFORM_NAME
154,12010,11,Atari Lynx
155,12020,11,Atari Lynx
156,12045,11,Atari Lynx
157,12092,11,Atari Lynx
158,123,11,Atari Lynx
159,12320,11,Atari Lynx
160,1249,11,Atari Lynx
161,1256,11,Atari Lynx
162,1259,11,Atari Lynx
163,12741,11,Atari Lynx
164,12756,11,Atari Lynx
165,12757,11,Atari Lynx
166,12830,11,Atari Lynx
167,12877,11,Atari Lynx
168,12929,11,Atari Lynx
169,12939,11,Atari Lynx
170,12988,11,Atari Lynx
171,1299,11,Atari Lynx
172,13017,11,Atari Lynx
173,130230,11,Atari Lynx
174,1303,11,Atari Lynx
175,13038,11,Atari Lynx
176,13070,11,Atari Lynx
177,1320,11,Atari Lynx
178,1322,11,Atari Lynx
179,13331,11,Atari Lynx
180,1337,11,Atari Lynx
181,13376,11,Atari Lynx
182,1343,11,Atari Lynx
183,13461,11,Atari Lynx
184,13464,11,Atari Lynx
185,1347,11,Atari Lynx
186,13498,11,Atari Lynx
187,13535,11,Atari Lynx
188,13537,11,Atari Lynx
189,135398,11,Atari Lynx
190,13589,11,Atari Lynx
191,13633,11,Atari Lynx
192,13694,11,Atari Lynx
193,13732,11,Atari Lynx
194,13759,11,Atari Lynx
195,13780,11,Atari Lynx
196,13820,11,Atari Lynx
197,13902,11,Atari Lynx
198,13909,11,Atari Lynx
199,1391,11,Atari Lynx
200,13910,11,Atari Lynx
201,13925,11,Atari Lynx
202,13926,11,Atari Lynx
203,13976,11,Atari Lynx
204,14002,11,Atari Lynx
205,14007,11,Atari Lynx
206,14015,11,Atari Lynx
207,14016,11,Atari Lynx
208,14018,11,Atari Lynx
209,14026,11,Atari Lynx
210,14027,11,Atari Lynx
211,14064,11,Atari Lynx
212,14072,11,Atari Lynx
213,14081,11,Atari Lynx
214,1412,11,Atari Lynx
215,14142,11,Atari Lynx
216,1416,11,Atari Lynx
217,14237,11,Atari Lynx
218,14331,11,Atari Lynx
219,144,11,Atari Lynx
220,14422,11,Atari Lynx
221,14446,11,Atari Lynx
222,14448,11,Atari Lynx
223,1447,11,Atari Lynx
224,14560,11,Atari Lynx
225,14625,11,Atari Lynx
226,14726,11,Atari Lynx
227,14729,11,Atari Lynx
228,1477,11,Atari Lynx
229,14784,11,Atari Lynx
230,14814,11,Atari Lynx
231,14815,11,Atari Lynx
232,14829,11,Atari Lynx
233,14858,11,Atari Lynx
234,14870,11,Atari Lynx
235,14875,11,Atari Lynx
236,14876,11,Atari Lynx
237,14935,11,Atari Lynx
238,14963,11,Atari Lynx
239,14975,11,Atari Lynx
240,14983,11,Atari Lynx
241,14988,11,Atari Lynx
242,14989,11,Atari Lynx
243,14990,11,Atari Lynx
244,15022,11,Atari Lynx
245,15030,11,Atari Lynx
246,15294,11,Atari Lynx
247,15321,11,Atari Lynx
248,154746,11,Atari Lynx
249,1559,11,Atari Lynx
250,15686,11,Atari Lynx
251,15712,11,Atari Lynx
252,15825,11,Atari Lynx
253,15829,11,Atari Lynx
254,15945,11,Atari Lynx
255,15985,11,Atari Lynx
256,15987,11,Atari Lynx
257,16113,11,Atari Lynx
258,16118,11,Atari Lynx
259,16123,11,Atari Lynx
260,1614,11,Atari Lynx
261,16159,11,Atari Lynx
262,16160,11,Atari Lynx
263,16255,11,Atari Lynx
264,16262,11,Atari Lynx
265,16419,11,Atari Lynx
266,16426,11,Atari Lynx
267,16434,11,Atari Lynx
268,16435,11,Atari Lynx
269,16437,11,Atari Lynx
270,16452,11,Atari Lynx
271,16465,11,Atari Lynx
272,16677,11,Atari Lynx
273,16692,11,Atari Lynx
274,16700,11,Atari Lynx
275,16743,11,Atari Lynx
276,16747,11,Atari Lynx
277,16787,11,Atari Lynx
278,16792,11,Atari Lynx
279,16813,11,Atari Lynx
280,1682,11,Atari Lynx
281,16893,11,Atari Lynx
282,16903,11,Atari Lynx
283,16915,11,Atari Lynx
284,16923,11,Atari Lynx
285,17077,11,Atari Lynx
286,1709,11,Atari Lynx
287,17127,11,Atari Lynx
288,17136,11,Atari Lynx
289,17160,11,Atari Lynx
290,17282,11,Atari Lynx
291,17283,11,Atari Lynx
292,17295,11,Atari Lynx
293,1733,11,Atari Lynx
294,17377,11,Atari Lynx
295,17434,11,Atari Lynx
296,174696,11,Atari Lynx
297,174950,11,Atari Lynx
298,1752,11,Atari Lynx
299,17536,11,Atari Lynx
300,17552,11,Atari Lynx
301,17597,11,Atari Lynx
302,17600,11,Atari Lynx
303,176009,11,Atari Lynx
304,17630,11,Atari Lynx
305,17634,11,Atari Lynx
306,17646,11,Atari Lynx
307,176573,11,Atari Lynx
308,17659,11,Atari Lynx
309,17684,11,Atari Lynx
310,17698,11,Atari Lynx
311,17735,11,Atari Lynx
312,17744,11,Atari Lynx
313,17777,11,Atari Lynx
314,17803,11,Atari Lynx
315,17818,11,Atari Lynx
316,17839,11,Atari Lynx
317,17857,11,Atari Lynx
318,17863,11,Atari Lynx
319,17885,11,Atari Lynx
320,17949,11,Atari Lynx
321,18080,11,Atari Lynx
322,18103,11,Atari Lynx
323,18142,11,Atari Lynx
324,1816,11,Atari Lynx
325,181731,11,Atari Lynx
326,18183,11,Atari Lynx
327,18184,11,Atari Lynx
328,18185,11,Atari Lynx
329,18232,11,Atari Lynx
330,18241,11,Atari Lynx
331,1827,11,Atari Lynx
332,18272,11,Atari Lynx
333,18279,11,Atari Lynx
334,18304,11,Atari Lynx
335,183838,11,Atari Lynx
336,18515,11,Atari Lynx
337,1856,11,Atari Lynx
338,18635,11,Atari Lynx
339,18679,11,Atari Lynx
340,18700,11,Atari Lynx
341,18701,11,Atari Lynx
342,18706,11,Atari Lynx
343,18718,11,Atari Lynx
344,18719,11,Atari Lynx
345,18720,11,Atari Lynx
346,18721,11,Atari Lynx
347,18851,11,Atari Lynx
348,18886,11,Atari Lynx
349,19046,11,Atari Lynx
350,19056,11,Atari Lynx
351,19057,11,Atari Lynx
352,19069,11,Atari Lynx
353,19096,11,Atari Lynx
354,1914,11,Atari Lynx
355,19163,11,Atari Lynx
356,19193,11,Atari Lynx
357,19194,11,Atari Lynx
358,19224,11,Atari Lynx
359,19226,11,Atari Lynx
360,19230,11,Atari Lynx
361,19236,11,Atari Lynx
362,19240,11,Atari Lynx
363,19249,11,Atari Lynx
364,19277,11,Atari Lynx
365,19293,11,Atari Lynx
366,192939,11,Atari Lynx
367,19294,11,Atari Lynx
368,19295,11,Atari Lynx
369,19301,11,Atari Lynx
370,19345,11,Atari Lynx
371,19347,11,Atari Lynx
372,19351,11,Atari Lynx
373,19352,11,Atari Lynx
374,19355,11,Atari Lynx
375,19359,11,Atari Lynx
376,19365,11,Atari Lynx
377,19377,11,Atari Lynx
378,19381,11,Atari Lynx
379,19384,11,Atari Lynx
380,19400,11,Atari Lynx
381,19409,11,Atari Lynx
382,19424,11,Atari Lynx
383,19437,11,Atari Lynx
384,19439,11,Atari Lynx
385,19441,11,Atari Lynx
386,19452,11,Atari Lynx
387,19466,11,Atari Lynx
388,19475,11,Atari Lynx
389,19482,11,Atari Lynx
390,19487,11,Atari Lynx
391,19490,11,Atari Lynx
392,19491,11,Atari Lynx
393,19499,11,Atari Lynx
394,19509,11,Atari Lynx
395,19520,11,Atari Lynx
396,19524,11,Atari Lynx
397,19531,11,Atari Lynx
398,19535,11,Atari Lynx
399,19536,11,Atari Lynx
400,19538,11,Atari Lynx
401,19555,11,Atari Lynx
402,19560,11,Atari Lynx
403,19565,11,Atari Lynx
404,19567,11,Atari Lynx
405,19568,11,Atari Lynx
406,19569,11,Atari Lynx
407,19572,11,Atari Lynx
408,19575,11,Atari Lynx
409,19584,11,Atari Lynx
410,1959,11,Atari Lynx
411,19592,11,Atari Lynx
412,19600,11,Atari Lynx
413,19605,11,Atari Lynx
414,19609,11,Atari Lynx
415,19611,11,Atari Lynx
416,19627,11,Atari Lynx
417,19628,11,Atari Lynx
418,19635,11,Atari Lynx
419,19637,11,Atari Lynx
420,19643,11,Atari Lynx
421,19645,11,Atari Lynx
422,19646,11,Atari Lynx
423,19648,11,Atari Lynx
424,19661,11,Atari Lynx
425,19664,11,Atari Lynx
426,19669,11,Atari Lynx
427,19672,11,Atari Lynx
428,19673,11,Atari Lynx
429,19674,11,Atari Lynx
430,19685,11,Atari Lynx
431,19687,11,Atari Lynx
432,19689,11,Atari Lynx
433,19690,11,Atari Lynx
434,19700,11,Atari Lynx
435,19701,11,Atari Lynx
436,19704,11,Atari Lynx
437,198093,11,Atari Lynx
438,20020,11,Atari Lynx
439,20170,11,Atari Lynx
440,20306,11,Atari Lynx
441,20466,11,Atari Lynx
442,2047,11,Atari Lynx
443,20569,11,Atari Lynx
444,20779,11,Atari Lynx
445,20823,11,Atari Lynx
446,20887,11,Atari Lynx
447,209,11,Atari Lynx
448,2093,11,Atari Lynx
449,20966,11,Atari Lynx
450,20983,11,Atari Lynx
451,21107,11,Atari Lynx
452,21180,11,Atari Lynx
453,21203,11,Atari Lynx
454,21235,11,Atari Lynx
455,21242,11,Atari Lynx
456,21262,11,Atari Lynx
457,21293,11,Atari Lynx
458,21317,11,Atari Lynx
459,2134,11,Atari Lynx
460,21390,11,Atari Lynx
461,21400,11,Atari Lynx
462,2145,11,Atari Lynx
463,21509,11,Atari Lynx
464,21524,11,Atari Lynx
465,21556,11,Atari Lynx
466,21577,11,Atari Lynx
467,21578,11,Atari Lynx
468,21601,11,Atari Lynx
469,21636,11,Atari Lynx
470,21680,11,Atari Lynx
471,21737,11,Atari Lynx
472,21810,11,Atari Lynx
473,21876,11,Atari Lynx
474,21953,11,Atari Lynx
475,2203,11,Atari Lynx
476,2210,11,Atari Lynx
477,2222,11,Atari Lynx
478,2229,11,Atari Lynx
479,2235,11,Atari Lynx
480,22400,11,Atari Lynx
481,22408,11,Atari Lynx
482,22417,11,Atari Lynx
483,22508,11,Atari Lynx
484,22509,11,Atari Lynx
485,22512,11,Atari Lynx
486,2255,11,Atari Lynx
487,2258,11,Atari Lynx
488,22659,11,Atari Lynx
489,22660,11,Atari Lynx
490,22667,11,Atari Lynx
491,22704,11,Atari Lynx
492,22706,11,Atari Lynx
493,22794,11,Atari Lynx
494,22797,11,Atari Lynx
495,22808,11,Atari Lynx
496,22809,11,Atari Lynx
497,22811,11,Atari Lynx
498,22817,11,Atari Lynx
499,22833,11,Atari Lynx
500,2284,11,Atari Lynx
501,22871,11,Atari Lynx
502,22872,11,Atari Lynx
503,2288,11,Atari Lynx
504,22902,11,Atari Lynx
505,22905,11,Atari Lynx
506,22911,11,Atari Lynx
507,22918,11,Atari Lynx
508,22924,11,Atari Lynx
509,22925,11,Atari Lynx
510,22953,11,Atari Lynx
511,22996,11,Atari Lynx
512,23004,11,Atari Lynx
513,23033,11,Atari Lynx
514,23036,11,Atari Lynx
515,23074,11,Atari Lynx
516,23085,11,Atari Lynx
517,2310,11,Atari Lynx
518,23350,11,Atari Lynx
519,2354,11,Atari Lynx
520,23599,11,Atari Lynx
521,23600,11,Atari Lynx
522,2361,11,Atari Lynx
523,23738,11,Atari Lynx
524,23754,11,Atari Lynx
525,2382,11,Atari Lynx
526,2384,11,Atari Lynx
527,2386,11,Atari Lynx
528,23916,11,Atari Lynx
529,24101,11,Atari Lynx
530,24175,11,Atari Lynx
531,2422,11,Atari Lynx
532,24227,11,Atari Lynx
533,24242,11,Atari Lynx
534,24298,11,Atari Lynx
535,24356,11,Atari Lynx
536,244695,11,Atari Lynx
537,24490,11,Atari Lynx
538,24512,11,Atari Lynx
539,24567,11,Atari Lynx
540,24607,11,Atari Lynx
541,24618,11,Atari Lynx
542,24619,11,Atari Lynx
543,24621,11,Atari Lynx
544,24642,11,Atari Lynx
545,24647,11,Atari Lynx
546,24678,11,Atari Lynx
547,2468,11,Atari Lynx
548,24687,11,Atari Lynx
549,24708,11,Atari Lynx
550,24709,11,Atari Lynx
551,24711,11,Atari Lynx
552,24721,11,Atari Lynx
553,24768,11,Atari Lynx
554,24780,11,Atari Lynx
555,24785,11,Atari Lynx
556,2479,11,Atari Lynx
557,24812,11,Atari Lynx
558,24814,11,Atari Lynx
559,24835,11,Atari Lynx
560,24860,11,Atari Lynx
561,24877,11,Atari Lynx
562,24881,11,Atari Lynx
563,24883,11,Atari Lynx
564,24890,11,Atari Lynx
565,24903,11,Atari Lynx
566,24911,11,Atari Lynx
567,24915,11,Atari Lynx
568,24916,11,Atari Lynx
569,24932,11,Atari Lynx
570,24935,11,Atari Lynx
571,24939,11,Atari Lynx
572,2494,11,Atari Lynx
573,24940,11,Atari Lynx
574,24948,11,Atari Lynx
575,24953,11,Atari Lynx
576,24955,11,Atari Lynx
577,24961,11,Atari Lynx
578,24964,11,Atari Lynx
579,24981,11,Atari Lynx
580,24985,11,Atari Lynx
581,25000,11,Atari Lynx
582,25004,11,Atari Lynx
583,25022,11,Atari Lynx
584,25041,11,Atari Lynx
585,25046,11,Atari Lynx
586,25047,11,Atari Lynx
587,25062,11,Atari Lynx
588,25065,11,Atari Lynx
589,25068,11,Atari Lynx
590,25076,11,Atari Lynx
591,25081,11,Atari Lynx
592,2510,11,Atari Lynx
593,25119,11,Atari Lynx
594,25125,11,Atari Lynx
595,25137,11,Atari Lynx
596,25142,11,Atari Lynx
597,25144,11,Atari Lynx
598,25162,11,Atari Lynx
599,25171,11,Atari Lynx
600,2518,11,Atari Lynx
601,2519,11,Atari Lynx
602,25190,11,Atari Lynx
603,25201,11,Atari Lynx
604,25212,11,Atari Lynx
605,25217,11,Atari Lynx
606,25219,11,Atari Lynx
607,25230,11,Atari Lynx
608,25231,11,Atari Lynx
609,25236,11,Atari Lynx
610,25253,11,Atari Lynx
611,25273,11,Atari Lynx
612,25288,11,Atari Lynx
613,25301,11,Atari Lynx
614,25311,11,Atari Lynx
615,25313,11,Atari Lynx
616,25331,11,Atari Lynx
617,25340,11,Atari Lynx
618,25354,11,Atari Lynx
619,25377,11,Atari Lynx
620,25382,11,Atari Lynx
621,25398,11,Atari Lynx
622,25401,11,Atari Lynx
623,25429,11,Atari Lynx
624,25465,11,Atari Lynx
625,25479,11,Atari Lynx
626,2548,11,Atari Lynx
627,25496,11,Atari Lynx
628,2551,11,Atari Lynx
629,25512,11,Atari Lynx
630,2552,11,Atari Lynx
631,25525,11,Atari Lynx
632,25596,11,Atari Lynx
633,25601,11,Atari Lynx
634,25622,11,Atari Lynx
635,25627,11,Atari Lynx
636,25649,11,Atari Lynx
637,25663,11,Atari Lynx
638,25677,11,Atari Lynx
639,25686,11,Atari Lynx
640,25694,11,Atari Lynx
641,25698,11,Atari Lynx
642,25706,11,Atari Lynx
643,25711,11,Atari Lynx
644,25716,11,Atari Lynx
645,2572,11,Atari Lynx
646,25736,11,Atari Lynx
647,25750,11,Atari Lynx
648,25760,11,Atari Lynx
649,25777,11,Atari Lynx
650,25784,11,Atari Lynx
651,25788,11,Atari Lynx
652,25827,11,Atari Lynx
653,25829,11,Atari Lynx
654,25855,11,Atari Lynx
655,25860,11,Atari Lynx
656,25880,11,Atari Lynx
657,25886,11,Atari Lynx
658,25909,11,Atari Lynx
659,2592,11,Atari Lynx
660,25959,11,Atari Lynx
661,25965,11,Atari Lynx
662,25968,11,Atari Lynx
663,25969,11,Atari Lynx
664,2597,11,Atari Lynx
665,25986,11,Atari Lynx
666,25991,11,Atari Lynx
667,26033,11,Atari Lynx
668,26041,11,Atari Lynx
669,26049,11,Atari Lynx
670,26057,11,Atari Lynx
671,2612,11,Atari Lynx
672,26147,11,Atari Lynx
673,26160,11,Atari Lynx
674,26174,11,Atari Lynx
675,26206,11,Atari Lynx
676,2623,11,Atari Lynx
677,26293,11,Atari Lynx
678,26303,11,Atari Lynx
679,26312,11,Atari Lynx
680,2633,11,Atari Lynx
681,26334,11,Atari Lynx
682,26366,11,Atari Lynx
683,26392,11,Atari Lynx
684,2647,11,Atari Lynx
685,26472,11,Atari Lynx
686,26616,11,Atari Lynx
687,2662,11,Atari Lynx
688,26645,11,Atari Lynx
689,2665,11,Atari Lynx
690,26672,11,Atari Lynx
691,267220,11,Atari Lynx
692,26752,11,Atari Lynx
693,26785,11,Atari Lynx
694,26801,11,Atari Lynx
695,26835,11,Atari Lynx
696,26877,11,Atari Lynx
697,26982,11,Atari Lynx
698,26983,11,Atari Lynx
699,27008,11,Atari Lynx
700,27032,11,Atari Lynx
701,27230,11,Atari Lynx
702,27253,11,Atari Lynx
703,2743,11,Atari Lynx
704,275600,11,Atari Lynx
705,27813,11,Atari Lynx
706,27913,11,Atari Lynx
707,2805,11,Atari Lynx
708,28279,11,Atari Lynx
709,282812,11,Atari Lynx
710,28300,11,Atari Lynx
711,28311,11,Atari Lynx
712,28312,11,Atari Lynx
713,28358,11,Atari Lynx
714,28386,11,Atari Lynx
715,28395,11,Atari Lynx
716,28414,11,Atari Lynx
717,28448,11,Atari Lynx
718,28454,11,Atari Lynx
719,28492,11,Atari Lynx
720,28515,11,Atari Lynx
721,2855,11,Atari Lynx
722,285568,11,Atari Lynx
723,28559,11,Atari Lynx
724,28568,11,Atari Lynx
725,28581,11,Atari Lynx
726,28589,11,Atari Lynx
727,28595,11,Atari Lynx
728,286110,11,Atari Lynx
729,28613,11,Atari Lynx
730,28615,11,Atari Lynx
731,28623,11,Atari Lynx
732,28627,11,Atari Lynx
733,28631,11,Atari Lynx
734,2866,11,Atari Lynx
735,28715,11,Atari Lynx
736,28735,11,Atari Lynx
737,28744,11,Atari Lynx
738,28757,11,Atari Lynx
739,28760,11,Atari Lynx
740,28774,11,Atari Lynx
741,28817,11,Atari Lynx
742,28820,11,Atari Lynx
743,28835,11,Atari Lynx
744,28866,11,Atari Lynx
745,28890,11,Atari Lynx
746,28941,11,Atari Lynx
747,28944,11,Atari Lynx
748,28958,11,Atari Lynx
749,28964,11,Atari Lynx
750,28969,11,Atari Lynx
751,28971,11,Atari Lynx
752,29001,11,Atari Lynx
753,29010,11,Atari Lynx
754,29012,11,Atari Lynx
755,29028,11,Atari Lynx
756,290870,11,Atari Lynx
757,29109,11,Atari Lynx
758,29153,11,Atari Lynx
759,29155,11,Atari Lynx
760,29356,11,Atari Lynx
761,29359,11,Atari Lynx
762,29384,11,Atari Lynx
763,29387,11,Atari Lynx
764,29396,11,Atari Lynx
765,29400,11,Atari Lynx
766,29422,11,Atari Lynx
767,29427,11,Atari Lynx
768,29429,11,Atari Lynx
769,29454,11,Atari Lynx
770,29491,11,Atari Lynx
771,29538,11,Atari Lynx
772,29539,11,Atari Lynx
773,29542,11,Atari Lynx
774,29547,11,Atari Lynx
775,2956,11,Atari Lynx
776,29564,11,Atari Lynx
777,29582,11,Atari Lynx
778,29590,11,Atari Lynx
779,29593,11,Atari Lynx
780,29606,11,Atari Lynx
781,29617,11,Atari Lynx
782,29623,11,Atari Lynx
783,29633,11,Atari Lynx
784,29640,11,Atari Lynx
785,29642,11,Atari Lynx
786,29644,11,Atari Lynx
787,29655,11,Atari Lynx
788,29656,11,Atari Lynx
789,29662,11,Atari Lynx
790,29693,11,Atari Lynx
791,29705,11,Atari Lynx
792,29706,11,Atari Lynx
793,297212,11,Atari Lynx
794,29733,11,Atari Lynx
795,29739,11,Atari Lynx
796,29742,11,Atari Lynx
797,29746,11,Atari Lynx
798,29778,11,Atari Lynx
799,29779,11,Atari Lynx
800,297930,11,Atari Lynx
801,29800,11,Atari Lynx
802,29803,11,Atari Lynx
803,29845,11,Atari Lynx
804,29853,11,Atari Lynx
805,29862,11,Atari Lynx
806,29865,11,Atari Lynx
807,29868,11,Atari Lynx
808,29870,11,Atari Lynx
809,29939,11,Atari Lynx
810,29960,11,Atari Lynx
811,29963,11,Atari Lynx
812,29967,11,Atari Lynx
813,29969,11,Atari Lynx
814,29972,11,Atari Lynx
815,29975,11,Atari Lynx
816,29977,11,Atari Lynx
817,30017,11,Atari Lynx
818,30023,11,Atari Lynx
819,30027,11,Atari Lynx
820,30107,11,Atari Lynx
821,30113,11,Atari Lynx
822,30116,11,Atari Lynx
823,30140,11,Atari Lynx
824,30162,11,Atari Lynx
825,30167,11,Atari Lynx
826,3017,11,Atari Lynx
827,30176,11,Atari Lynx
828,30180,11,Atari Lynx
829,30193,11,Atari Lynx
830,30243,11,Atari Lynx
831,30245,11,Atari Lynx
832,30247,11,Atari Lynx
833,30254,11,Atari Lynx
834,30265,11,Atari Lynx
835,30269,11,Atari Lynx
836,30298,11,Atari Lynx
837,30351,11,Atari Lynx
838,30367,11,Atari Lynx
839,30369,11,Atari Lynx
840,30394,11,Atari Lynx
841,30407,11,Atari Lynx
842,30414,11,Atari Lynx
843,30425,11,Atari Lynx
844,3044,11,Atari Lynx
845,30446,11,Atari Lynx
846,3051,11,Atari Lynx
847,30513,11,Atari Lynx
848,30520,11,Atari Lynx
849,30559,11,Atari Lynx
850,30566,11,Atari Lynx
851,3057,11,Atari Lynx
852,30570,11,Atari Lynx
853,30582,11,Atari Lynx
854,30584,11,Atari Lynx
855,30589,11,Atari Lynx
856,30601,11,Atari Lynx
857,30607,11,Atari Lynx
858,3062,11,Atari Lynx
859,30645,11,Atari Lynx
860,30650,11,Atari Lynx
861,30652,11,Atari Lynx
862,30653,11,Atari Lynx
863,30669,11,Atari Lynx
864,30696,11,Atari Lynx
865,3070,11,Atari Lynx
866,30713,11,Atari Lynx
867,30714,11,Atari Lynx
868,30729,11,Atari Lynx
869,30737,11,Atari Lynx
870,30748,11,Atari Lynx
871,30761,11,Atari Lynx
872,30766,11,Atari Lynx
873,30784,11,Atari Lynx
874,3080,11,Atari Lynx
875,30803,11,Atari Lynx
876,30848,11,Atari Lynx
877,30867,11,Atari Lynx
878,30868,11,Atari Lynx
879,30869,11,Atari Lynx
880,30870,11,Atari Lynx
881,30873,11,Atari Lynx
882,30940,11,Atari Lynx
883,30948,11,Atari Lynx
884,30960,11,Atari Lynx
885,30969,11,Atari Lynx
886,30986,11,Atari Lynx
887,30987,11,Atari Lynx
888,30989,11,Atari Lynx
889,30990,11,Atari Lynx
890,31017,11,Atari Lynx
891,31032,11,Atari Lynx
892,31034,11,Atari Lynx
893,31036,11,Atari Lynx
894,31055,11,Atari Lynx
895,3107,11,Atari Lynx
896,31070,11,Atari Lynx
897,31080,11,Atari Lynx
898,3111,11,Atari Lynx
899,31124,11,Atari Lynx
900,31188,11,Atari Lynx
901,31190,11,Atari Lynx
902,31193,11,Atari Lynx
903,31203,11,Atari Lynx
904,31208,11,Atari Lynx
905,3121,11,Atari Lynx
906,31238,11,Atari Lynx
907,3125,11,Atari Lynx
908,3127,11,Atari Lynx
909,31276,11,Atari Lynx
910,31278,11,Atari Lynx
911,31279,11,Atari Lynx
912,31284,11,Atari Lynx
913,31286,11,Atari Lynx
914,3129,11,Atari Lynx
915,31292,11,Atari Lynx
916,31308,11,Atari Lynx
917,31309,11,Atari Lynx
918,31363,11,Atari Lynx
919,31370,11,Atari Lynx
920,31386,11,Atari Lynx
921,31400,11,Atari Lynx
922,31412,11,Atari Lynx
923,31413,11,Atari Lynx
924,31426,11,Atari Lynx
925,31430,11,Atari Lynx
926,31435,11,Atari Lynx
927,31436,11,Atari Lynx
